anio,num_partido,fecha,etapa,local,visitante,goles_local,goles_visitante,tiempo_extra,penales,penales_local,penales_visitante
2014,1,12-Jun-2014,"1ra Ronda, Grupo A",Brasil,Croacia,3,1,NO,NO,,
2014,2,13-Jun-2014,"1ra Ronda, Grupo A",México,Camerún,1,0,NO,NO,,
2014,3,13-Jun-2014,"1ra Ronda, Grupo B",España,Paises Bajos,1,5,NO,NO,,
2014,4,13-Jun-2014,"1ra Ronda, Grupo B",Chile,Australia,3,1,NO,NO,,
2014,5,14-Jun-2014,"1ra Ronda, Grupo C",Colombia,Grecia,3,0,NO,NO,,
2014,6,14-Jun-2014,"1ra Ronda, Grupo C",Costa de Marfil,Japón,2,1,NO,NO,,
2014,7,14-Jun-2014,"1ra Ronda, Grupo D",Uruguay,Costa Rica,1,3,NO,NO,,
2014,8,14-Jun-2014,"1ra Ronda, Grupo D",Inglaterra,Italia,1,2,NO,NO,,
2014,9,15-Jun-2014,"1ra Ronda, Grupo E",Suiza,Ecuador,2,1,NO,NO,,
2014,10,15-Jun-2014,"1ra Ronda, Grupo E",Francia,Honduras,3,0,NO,NO,,
2014,11,15-Jun-2014,"1ra Ronda, Grupo F",Argentina,Bosnia-Herzegovina,2,1,NO,NO,,
2014,12,16-Jun-2014,"1ra Ronda, Grupo F",Irán,Nigeria,0,0,NO,NO,,
2014,13,16-Jun-2014,"1ra Ronda, Grupo G",Alemania,Portugal,4,0,NO,NO,,
2014,14,16-Jun-2014,"1ra Ronda, Grupo G",Ghana,Estados Unidos,1,2,NO,NO,,
2014,15,17-Jun-2014,"1ra Ronda, Grupo H",Bélgica,Argelia,2,1,NO,NO,,
2014,16,17-Jun-2014,"1ra Ronda, Grupo H",Rusia,Corea del Sur,1,1,NO,NO,,
2014,17,17-Jun-2014,"1ra Ronda, Grupo A",Brasil,México,0,0,NO,NO,,
2014,18,18-Jun-2014,"1ra Ronda, Grupo A",Camerún,Croacia,0,4,NO,NO,,
2014,19,18-Jun-2014,"1ra Ronda, Grupo B",España,Chile,0,2,NO,NO,,
2014,20,18-Jun-2014,"1ra Ronda, Grupo B",Australia,Paises Bajos,2,3,NO,NO,,
2014,21,19-Jun-2014,"1ra Ronda, Grupo C",Colombia,Costa de Marfil,2,1,NO,NO,,
2014,22,19-Jun-2014,"1ra Ronda, Grupo C",Japón,Grecia,0,0,NO,NO,,
2014,23,19-Jun-2014,"1ra Ronda, Grupo D",Uruguay,Inglaterra,2,1,NO,NO,,
