anio,grupo,num_partido,fecha,local,visitante,equipo,minuto,jugador,es_penal
2014,Grupo A,1,12-Jun-2014,Brasil,Croacia,Croacia,11,Marcelo (en contra),NO
2014,Grupo A,4,18-Jun-2014,Camerún,Croacia,Croacia,11,Ivica Olic,NO
2014,Grupo A,4,18-Jun-2014,Camerún,Croacia,Croacia,48,Ivan Perisic,NO
2014,Grupo A,4,18-Jun-2014,Camerún,Croacia,Croacia,61,Mario Mandzukic,NO
2014,Grupo A,4,18-Jun-2014,Camerún,Croacia,Croacia,73,Mario Mandzukic,NO
2014,Grupo A,5,23-Jun-2014,Camerún,Brasil,Brasil,17,Neymar Jr.,NO
2014,Grupo A,5,23-Jun-2014,Camerún,Brasil,Brasil,34,Neymar Jr.,NO
2014,Grupo A,5,23-Jun-2014,Camerún,Brasil,Brasil,49,Fred,NO
2014,Grupo A,5,23-Jun-2014,Camerún,Brasil,Brasil,84,Fernandinho,NO
2014,Grupo A,6,23-Jun-2014,Croacia,México,México,72,Rafael Marquez,NO
2014,Grupo A,6,23-Jun-2014,Croacia,México,México,75,Andres Guardado,NO
2014,Grupo A,6,23-Jun-2014,Croacia,México,México,82,Javier Hernandez,NO
2014,Grupo B,1,13-Jun-2014,España,Paises Bajos,Paises Bajos,44,Robin Van Persie,NO
2014,Grupo B,1,13-Jun-2014,España,Paises Bajos,Paises Bajos,53,Arjen Robben,NO
2014,Grupo B,1,13-Jun-2014,España,Paises Bajos,Paises Bajos,65,Stefan de Vrij,NO
2014,Grupo B,1,13-Jun-2014,España,Paises Bajos,Paises Bajos,72,Robin Van Persie,NO
2014,Grupo B,1,13-Jun-2014,España,Paises Bajos,Paises Bajos,80,Arjen Robben,NO
2014,Grupo B,2,13-Jun-2014,Chile,Australia,Australia,35,Tim Cahill,NO
2014,Grupo B,3,18-Jun-2014,España,Chile,Chile,20,Eduardo Vargas,NO
2014,Grupo B,3,18-Jun-2014,España,Chile,Chile,43,Charles Aránguiz,NO
2014,Grupo B,4,18-Jun-2014,Australia,Paises Bajos,Paises Bajos,20,Arjen Robben,NO
2014,Grupo B,4,18-Jun-2014,Australia,Paises Bajos,Paises Bajos,58,Robin Van Persie,NO
2014,Grupo B,4,18-Jun-2014,Australia,Paises Bajos,Paises Bajos,68,Memphis Depay,NO
2014,Grupo B,5,23-Jun-2014,Australia,España,España,36,David Villa,NO
2014,Grupo B,5,23-Jun-2014,Australia,España,España,69,Fernando Torres,NO
2014,Grupo B,5,23-Jun-2014,Australia,España,España,82,Juan Mata,NO
2014,Grupo C,2,14-Jun-2014,Costa de Marfil,Japón,Japón,16,Keisuke Honda,NO
2014,Grupo C,3,19-Jun-2014,Colombia,Costa de Marfil,Costa de Marfil,73,Gervinho,NO
2014,Grupo C,5,24-Jun-2014,Japón,Colombia,Colombia,17,Juan Guillermo Cuadrado,SI
2014,Grupo C,5,24-Jun-2014,Japón,Colombia,Colombia,55,Jackson Martinez,NO
2014,Grupo C,5,24-Jun-2014,Japón,Colombia,Colombia,82,Jackson Martinez,NO
2014,Grupo C,5,24-Jun-2014,Japón,Colombia,Colombia,90,James Rodríguez,NO
2014,Grupo C,6,24-Jun-2014,Grecia,Costa de Marfil,Costa de Marfil,74,Wilfried Bony,NO
2014,Grupo D,1,14-Jun-2014,Uruguay,Costa Rica,Costa Rica,54,Joel Campbell,NO
2014,Grupo D,1,14-Jun-2014,Uruguay,Costa Rica,Costa Rica,57,Óscar Duarte,NO
2014,Grupo D,1,14-Jun-2014,Uruguay,Costa Rica,Costa Rica,84,Marco Ureña,NO
2014,Grupo D,2,14-Jun-2014,Inglaterra,Italia,Italia,35,Claudio Marchisio,NO
2014,Grupo D,2,14-Jun-2014,Inglaterra,Italia,Italia,50,Mario Balotelli,NO
2014,Grupo D,3,19-Jun-2014,Uruguay,Inglaterra,Inglaterra,75,Wayne Rooney,NO
2014,Grupo D,4,20-Jun-2014,Italia,Costa Rica,Costa Rica,44,Bryan Ruiz,NO
2014,Grupo D,5,24-Jun-2014,Italia,Uruguay,Uruguay,81,Diego Godin,NO
2014,Grupo E,1,15-Jun-2014,Suiza,Ecuador,Ecuador,22,Enner Valencia,NO
2014,Grupo E,3,20-Jun-2014,Suiza,Francia,Francia,17,Olivier Giroud,NO
2014,Grupo E,3,20-Jun-2014,Suiza,Francia,Francia,18,Blaise Matuidi,NO
2014,Grupo E,3,20-Jun-2014,Suiza,Francia,Francia,40,Mathieu Valbuena,NO
