anio,num_partido,fecha,etapa,local,visitante,goles_local,goles_visitante,tiempo_extra,penales,penales_local,penales_visitante
2010,48,25-Jun-2010,"1ra Ronda, Grupo H",Suiza,Honduras,0,0,NO,NO,,
2010,49,26-Jun-2010,Octavos,Uruguay,Corea del Sur,2,1,NO,NO,,
2010,50,26-Jun-2010,Octavos,Estados Unidos,Ghana,1,2,SI,NO,,
2010,51,27-Jun-2010,Octavos,Alemania,Inglaterra,4,1,NO,NO,,
2010,52,27-Jun-2010,Octavos,Argentina,México,3,1,NO,NO,,
2010,53,28-Jun-2010,Octavos,Paises Bajos,Eslovaquia,2,1,NO,NO,,
2010,54,28-Jun-2010,Octavos,Brasil,Chile,3,0,NO,NO,,
2010,55,29-Jun-2010,Octavos,Paraguay,Japón,0,0,SI,SI,5,3
2010,56,29-Jun-2010,Octavos,España,Portugal,1,0,NO,NO,,
2010,57,02-Jul-2010,Cuartos,Paises Bajos,Brasil,2,1,NO,NO,,
2010,58,02-Jul-2010,Cuartos,Uruguay,Ghana,1,1,SI,SI,4,2
2010,59,03-Jul-2010,Cuartos,Argentina,Alemania,0,4,NO,NO,,
2010,60,03-Jul-2010,Cuartos,Paraguay,España,0,1,NO,NO,,
2010,61,06-Jul-2010,Semis,Uruguay,Paises Bajos,2,3,NO,NO,,
2010,62,07-Jul-2010,Semis,Alemania,España,0,1,NO,NO,,
2010,63,10-Jul-2010,3er Puesto,Uruguay,Alemania,2,3,NO,NO,,
2010,64,11-Jul-2010,Final,Paises Bajos,España,0,1,SI,NO,,
