anio,num_partido,fecha,etapa,local,visitante,goles_local,goles_visitante,tiempo_extra,penales,penales_local,penales_visitante
1986,1,31-May-1986,"1ra Ronda, Grupo A",Bulgaria,Italia,1,1,NO,NO,,
1986,2,01-Jun-1986,"1ra Ronda, Grupo D",España,Brasil,0,1,NO,NO,,
1986,3,01-Jun-1986,"1ra Ronda, Grupo C",Canadá,Francia,0,1,NO,NO,,
1986,4,02-Jun-1986,"1ra Ronda, Grupo A",Argentina,Corea del Sur,3,1,NO,NO,,
1986,5,02-Jun-1986,"1ra Ronda, Grupo C",URSS,Hungría,6,0,NO,NO,,
1986,6,02-Jun-1986,"1ra Ronda, Grupo F",Marruecos,Polonia,0,0,NO,NO,,
1986,7,03-Jun-1986,"1ra Ronda, Grupo B",Bélgica,México,1,2,NO,NO,,
1986,8,03-Jun-1986,"1ra Ronda, Grupo F",Portugal,Inglaterra,1,0,NO,NO,,
1986,9,03-Jun-1986,"1ra Ronda, Grupo D",Argelia,Irlanda del Norte,1,1,NO,NO,,
1986,10,04-Jun-1986,"1ra Ronda, Grupo E",Escocia,Dinamarca,0,1,NO,NO,,
1986,11,04-Jun-1986,"1ra Ronda, Grupo E",Uruguay,Alemania Occidental,1,1,NO,NO,,
1986,12,04-Jun-1986,"1ra Ronda, Grupo B",Paraguay,Iraq,1,0,NO,NO,,
1986,13,05-Jun-1986,"1ra Ronda, Grupo C",Francia,URSS,1,1,NO,NO,,
1986,14,05-Jun-1986,"1ra Ronda, Grupo A",Corea del Sur,Bulgaria,1,1,NO,NO,,
1986,15,05-Jun-1986,"1ra Ronda, Grupo A",Italia,Argentina,1,1,NO,NO,,
1986,16,06-Jun-1986,"1ra Ronda, Grupo C",Hungría,Canadá,2,0,NO,NO,,
1986,17,06-Jun-1986,"1ra Ronda, Grupo D",Brasil,Argelia,1,0,NO,NO,,
1986,18,06-Jun-1986,"1ra Ronda, Grupo F",Inglaterra,Marruecos,0,0,NO,NO,,
1986,19,07-Jun-1986,"1ra Ronda, Grupo B",México,Paraguay,1,1,NO,NO,,
1986,20,07-Jun-1986,"1ra Ronda, Grupo F",Polonia,Portugal,1,0,NO,NO,,
1986,21,07-Jun-1986,"1ra Ronda, Grupo D",Irlanda del Norte,España,1,2,NO,NO,,
1986,22,08-Jun-1986,"1ra Ronda, Grupo B",Iraq,Bélgica,1,2,NO,NO,,
1986,23,08-Jun-1986,"1ra Ronda, Grupo E",Alemania Occidental,Escocia,2,1,NO,NO,,
1986,24,08-Jun-1986,"1ra Ronda, Grupo E",Dinamarca,Uruguay,6,1,NO,NO,,
1986,25,09-Jun-1986,"1ra Ronda, Grupo C",URSS,Canadá,2,0,NO,NO,,
1986,26,09-Jun-1986,"1ra Ronda, Grupo C",Hungría,Francia,0,3,NO,NO,,
1986,27,10-Jun-1986,"1ra Ronda, Grupo A",Corea del Sur,Italia,2,3,NO,NO,,
1986,28,10-Jun-1986,"1ra Ronda, Grupo A",Argentina,Bulgaria,2,0,NO,NO,,
1986,29,11-Jun-1986,"1ra Ronda, Grupo B",Paraguay,Bélgica,2,2,NO,NO,,
1986,30,11-Jun-1986,"1ra Ronda, Grupo F",Inglaterra,Polonia,3,0,NO,NO,,
1986,31,11-Jun-1986,"1ra Ronda, Grupo F",Portugal,Marruecos,1,3,NO,NO,,
1986,32,11-Jun-1986,"1ra Ronda, Grupo B",Iraq,México,0,1,NO,NO,,
1986,33,12-Jun-1986,"1ra Ronda, Grupo D",Irlanda del Norte,Brasil,0,3,NO,NO,,
1986,34,12-Jun-1986,"1ra Ronda, Grupo D",Argelia,España,0,3,NO,NO,,
1986,35,13-Jun-1986,"1ra Ronda, Grupo E",Dinamarca,Alemania Occidental,2,0,NO,NO,,
1986,36,13-Jun-1986,"1ra Ronda, Grupo E",Escocia,Uruguay,0,0,NO,NO,,
1986,37,15-Jun-1986,Octavos,URSS,Bélgica,3,4,SI,NO,,
1986,38,15-Jun-1986,Octavos,México,Bulgaria,2,0,NO,NO,,
1986,39,16-Jun-1986,Octavos,Brasil,Polonia,4,0,NO,NO,,
1986,40,16-Jun-1986,Octavos,Argentina,Uruguay,1,0,NO,NO,,
1986,41,17-Jun-1986,Octavos,Marruecos,Alemania Occidental,0,1,NO,NO,,
1986,42,17-Jun-1986,Octavos,Italia,Francia,0,2,NO,NO,,
1986,43,18-Jun-1986,Octavos,Dinamarca,España,1,5,NO,NO,,
1986,44,18-Jun-1986,Octavos,Inglaterra,Paraguay,3,0,NO,NO,,
1986,45,21-Jun-1986,Cuartos,México,Alemania Occidental,0,0,SI,SI,1,4
1986,46,21-Jun-1986,Cuartos,Brasil,Francia,1,1,SI,SI,3,4
1986,47,22-Jun-1986,Cuartos,Bélgica,España,1,1,SI,SI,5,4
1986,48,22-Jun-1986,Cuartos,Argentina,Inglaterra,2,1,NO,NO,,
1986,49,25-Jun-1986,Semis,Argentina,Bélgica,2,0,NO,NO,,
1986,50,25-Jun-1986,Semis,Alemania Occidental,Francia,2,0,NO,NO,,
1986,51,28-Jun-1986,3er Puesto,Bélgica,Francia,2,4,SI,NO,,
1986,52,29-Jun-1986,Final,Argentina,Alemania Occidental,3,2,NO,NO,,
