anio,num_partido,fecha,etapa,local,visitante,goles_local,goles_visitante,tiempo_extra,penales,penales_local,penales_visitante
2002,28,09-Jun-2002,"1ra Ronda, Grupo C",Costa Rica,Turquía,1,1,NO,NO,,
2002,29,09-Jun-2002,"1ra Ronda, Grupo H",Japón,Rusia,1,0,NO,NO,,
2002,30,10-Jun-2002,"1ra Ronda, Grupo D",Corea del Sur,Estados Unidos,1,1,NO,NO,,
2002,31,10-Jun-2002,"1ra Ronda, Grupo H",Túnez,Bélgica,1,1,NO,NO,,
2002,32,10-Jun-2002,"1ra Ronda, Grupo D",Portugal,Polonia,4,0,NO,NO,,
2002,33,11-Jun-2002,"1ra Ronda, Grupo A",Dinamarca,Francia,2,0,NO,NO,,
2002,34,11-Jun-2002,"1ra Ronda, Grupo A",Senegal,Uruguay,3,3,NO,NO,,
2002,35,11-Jun-2002,"1ra Ronda, Grupo E",Camerún,Alemania,0,2,NO,NO,,
2002,36,11-Jun-2002,"1ra Ronda, Grupo E",Arabia Saudita,Irlanda,0,3,NO,NO,,
2002,37,12-Jun-2002,"1ra Ronda, Grupo F",Suecia,Argentina,1,1,NO,NO,,
2002,38,12-Jun-2002,"1ra Ronda, Grupo F",Nigeria,Inglaterra,0,0,NO,NO,,
2002,39,12-Jun-2002,"1ra Ronda, Grupo B",Sudáfrica,España,2,3,NO,NO,,
2002,40,12-Jun-2002,"1ra Ronda, Grupo B",Eslovenia,Paraguay,1,3,NO,NO,,
2002,41,13-Jun-2002,"1ra Ronda, Grupo C",Costa Rica,Brasil,2,5,NO,NO,,
2002,42,13-Jun-2002,"1ra Ronda, Grupo C",Turquía,China,3,0,NO,NO,,
2002,43,13-Jun-2002,"1ra Ronda, Grupo G",México,Italia,1,1,NO,NO,,
2002,44,13-Jun-2002,"1ra Ronda, Grupo G",Ecuador,Croacia,1,0,NO,NO,,
2002,45,14-Jun-2002,"1ra Ronda, Grupo H",Túnez,Japón,0,2,NO,NO,,
2002,46,14-Jun-2002,"1ra Ronda, Grupo H",Bélgica,Rusia,3,2,NO,NO,,
2002,47,14-Jun-2002,"1ra Ronda, Grupo D",Portugal,Corea del Sur,0,1,NO,NO,,
2002,48,14-Jun-2002,"1ra Ronda, Grupo D",Polonia,Estados Unidos,3,1,NO,NO,,
2002,49,15-Jun-2002,Octavos,Alemania,Paraguay,1,0,NO,NO,,
2002,50,15-Jun-2002,Octavos,Dinamarca,Inglaterra,0,3,NO,NO,,
2002,51,16-Jun-2002,Octavos,Suecia,Senegal,1,2,SI,NO,,
2002,52,16-Jun-2002,Octavos,España,Irlanda,1,1,SI,SI,3,2
2002,53,17-Jun-2002,Octavos,México,Estados Unidos,0,2,NO,NO,,
2002,54,17-Jun-2002,Octavos,Brasil,Bélgica,2,0,NO,NO,,
2002,55,18-Jun-2002,Octavos,Japón,Turquía,0,1,NO,NO,,
2002,56,18-Jun-2002,Octavos,Corea del Sur,Italia,2,1,SI,NO,,
2002,57,21-Jun-2002,Cuartos,Inglaterra,Brasil,1,2,NO,NO,,
2002,58,21-Jun-2002,Cuartos,Alemania,Estados Unidos,1,0,NO,NO,,
2002,59,22-Jun-2002,Cuartos,España,Corea del Sur,0,0,SI,SI,3,5
2002,60,22-Jun-2002,Cuartos,Senegal,Turquía,0,1,SI,NO,,
2002,61,25-Jun-2002,Semis,Alemania,Corea del Sur,1,0,NO,NO,,
2002,62,26-Jun-2002,Semis,Brasil,Turquía,1,0,NO,NO,,
2002,63,29-Jun-2002,3er Puesto,Corea del Sur,Turquía,2,3,NO,NO,,
2002,64,30-Jun-2002,Final,Alemania,Brasil,0,2,NO,NO,,
