id_goleador,anio,id_seleccion,seleccion,id_jugador,jugador,goles,partidos,promedio
426,1970,55,Marruecos,8371,Houmane Jarir,1,2,0.5
427,1970,,URSS,322,Vitali Khmelnitski,1,4,0.25
428,1970,12,Bulgaria,2959,Todor Kolev,1,2,0.5
429,1970,,Alemania Occidental,6199,Stan Libuda,1,5,0.2
430,1970,80,Uruguay,5913,Ildo Maneiro,1,6,0.17
431,1970,80,Uruguay,5935,Juan Mujica,1,6,0.17
432,1970,44,Inglaterra,1351,Alan Mullery,1,4,0.25
433,1970,68,Rumania,1916,Alexandru Neagu,1,3,0.33
434,1970,12,Bulgaria,2981,Asparukh Nikodimov,1,2,0.5
435,1970,,Alemania Occidental,6239,Wolfgang Overath,1,6,0.17
436,1970,56,México,7819,Gustavo Pena,1,4,0.25
437,1970,44,Inglaterra,1365,Martin Peters,1,4,0.25
438,1970,,Alemania Occidental,6274,Karl-Heinz Schnellinger,1,5,0.2
439,1970,50,Israel,1006,Mordechai Spiegler,1,3,0.33
440,1970,73,Suecia,3529,Tom Turesson,1,2,0.5
441,1970,12,Bulgaria,3024,Dobromir Zhechev,1,2,0.5
442,1974,64,Polonia,3110,Grzegorz Lato,7,7,1.0
443,1974,60,Paises Bajos,6452,Johan Neeskens,5,7,0.71
444,1974,64,Polonia,3160,Andrzej Szarmach,5,6,0.83
445,1974,73,Suecia,3375,Ralf Edstrom,4,6,0.67
446,1974,,Alemania Occidental,6223,Gerd Mueller,4,7,0.57
447,1974,60,Paises Bajos,6468,Johnny Rep,4,7,0.57
448,1974,,Yugoslavia,3540,Dusan Bajevic,3,3,1.0
449,1974,,Alemania Occidental,6067,Paul Breitner,3,7,0.43
450,1974,60,Paises Bajos,6378,Johan Cruyff,3,7,0.43
451,1974,64,Polonia,3048,Kazimierz Deyna,3,7,0.43
452,1974,6,Argentina,5283,Rene Houseman,3,6,0.5
453,1974,11,Brasil,1782,Rivelino,3,7,0.43
454,1974,11,Brasil,1663,Jairzinho,2,7,0.29
455,1974,31,Escocia,2356,Joe Jordan,2,3,0.67
456,1974,,Yugoslavia,3614,Stanislav Karasi,2,4,0.5
457,1974,,Alemania Occidental,6239,Wolfgang Overath,2,7,0.29
458,1974,73,Suecia,3503,Roland Sandberg,2,6,0.33
459,1974,40,Haití,2454,Emmanuel Sanon,2,3,0.67
460,1974,2,Alemania Oriental,2522,Joachim Streich,2,4,0.5
461,1974,,Yugoslavia,3744,Ivica Surjak,2,6,0.33
462,1974,6,Argentina,5441,Hector Yazalde,2,3,0.67
463,1974,17,Chile,626,Sergio Ahumada,1,3,0.33
464,1974,51,Italia,5523,Pietro Anastasi,1,3,0.33
465,1974,6,Argentina,5170,Ruben Ayala,1,6,0.17
466,1974,6,Argentina,5171,Carlos Babington,1,5,0.2
467,1974,51,Italia,5543,Romeo Benetti,1,3,0.33
468,1974,,Yugoslavia,3547,Vladislav Bogicevic,1,5,0.2
469,1974,12,Bulgaria,2918,Hristo Bonev,1,3,0.33
470,1974,,Alemania Occidental,6063,Rainer Bonhof,1,4,0.25
471,1974,6,Argentina,5196,Miguel Brindisi,1,4,0.25
472,1974,51,Italia,5569,Fabio Capello,1,3,0.33
473,1974,,Alemania Occidental,6078,Bernd Cullmann,1,3,0.33
474,1974,60,Paises Bajos,6390,Theo De Jong,1,4,0.25
475,1974,,Yugoslavia,3575,Dragan Dzajic,1,5,0.2
476,1974,64,Polonia,3069,Jerzy Gorgon,1,7,0.14
477,1974,,Alemania Occidental,6112,Juergen Grabowski,1,6,0.17
478,1974,6,Argentina,5280,Ramon Heredia,1,6,0.17
479,1974,,Alemania Occidental,6142,Uli Hoeness,1,7,0.14
480,1974,2,Alemania Oriental,2511,Martin Hoffmann,1,6,0.17
481,1974,,Yugoslavia,3615,Josip Katalinski,1,6,0.17
482,1974,60,Paises Bajos,6434,Ruud Krol,1,7,0.14
483,1974,31,Escocia,2363,Peter Lorimer,1,3,0.33
484,1974,,Yugoslavia,3677,Branko Oblak,1,5,0.2
485,1974,80,Uruguay,5948,Ricardo Pavoni,1,3,0.33
486,1974,,Yugoslavia,3696,Ilija Petkovic,1,5,0.2
487,1974,60,Paises Bajos,6467,Rob Rensenbrink,1,6,0.17
488,1974,51,Italia,5747,Gianni Rivera,1,2,0.5
489,1974,2,Alemania Oriental,2521,Juergen Sparwasser,1,6,0.17
490,1974,73,Suecia,3528,Conny Torstensson,1,5,0.2
491,1974,11,Brasil,1818,Valdomiro,1,6,0.17
492,1978,6,Argentina,5290,Mario Kempes,6,7,0.86
493,1978,63,Perú,2147,Teofilo Cubillas,5,6,0.83
494,1978,60,Paises Bajos,6467,Rob Rensenbrink,5,7,0.71
495,1978,8,Austria,4603,Hans Krankl,4,6,0.67
496,1978,6,Argentina,5304,Leopoldo Luque,4,5,0.8
497,1978,11,Brasil,1598,Dirceu,3,7,0.43
498,1978,60,Paises Bajos,6468,Johnny Rep,3,7,0.43
499,1978,11,Brasil,1785,Roberto Dinamite,3,5,0.6
500,1978,51,Italia,5752,Paolo Rossi,3,7,0.43
501,1978,,Alemania Occidental,6265,Karl-Heinz Rummenigge,3,5,0.6
502,1978,6,Argentina,5186,Daniel Bertoni,2,6,0.33
503,1978,51,Italia,5549,Roberto Bettega,2,7,0.29
504,1978,64,Polonia,3035,Zbigniew Boniek,2,6,0.33
505,1978,60,Paises Bajos,6373,Ernie Brandts,2,4,0.5
506,1978,,Alemania Occidental,6094,Heinz Flohe,2,4,0.5
507,1978,31,Escocia,2328,Archie Gemmill,2,3,0.67
508,1978,60,Paises Bajos,6410,Arie Haan,2,6,0.33
509,1978,64,Polonia,3110,Grzegorz Lato,2,6,0.33
510,1978,,Alemania Occidental,6222,Dieter Mueller,2,4,0.5
511,1978,11,Brasil,1733,Nelinho,2,4,0.5
512,1978,,Alemania Occidental,6035,Ruediger Abramczik,1,3,0.33
513,1978,34,España,4867,Juan Manuel Asensi,1,3,0.33
514,1978,51,Italia,5543,Romeo Benetti,1,6,0.17
515,1978,36,Francia,3843,Marc Berdoll,1,2,0.5
516,1978,51,Italia,5579,Franco Causio,1,7,0.14
517,1978,42,Hungría,7508,Karoly Csapo,1,3,0.33
518,1978,63,Perú,2148,Cesar Cueto,1,6,0.17
519,1978,31,Escocia,2314,Kenny Dalglish,1,3,0.33
520,1978,48,Irán,4096,Iraj Danayfar,1,2,0.5
521,1978,34,España,4905,Dani,1,1,1.0
522,1978,64,Polonia,3048,Kazimierz Deyna,1,6,0.17
523,1978,78,Túnez,7187,Mokhtar Douieb,1,3,0.33
524,1978,78,Túnez,7197,Nejib Ghommidh,1,3,0.33
525,1978,,Alemania Occidental,6140,Bernd Hoelzenbein,1,3,0.33
526,1978,6,Argentina,5283,Rene Houseman,1,6,0.17
527,1978,31,Escocia,2356,Joe Jordan,1,3,0.33
528,1978,78,Túnez,7213,Ali Kaabi,1,3,0.33
529,1978,36,Francia,3959,Bernard Lacombe,1,2,0.5
530,1978,36,Francia,3977,Christian Lopez,1,2,0.5
531,1978,,Alemania Occidental,6224,Hansi Mueller,1,4,0.25
532,1978,60,Paises Bajos,6451,Dick Nanninga,1,4,0.25
533,1978,8,Austria,4614,Erich Obermayer,1,6,0.17
534,1978,6,Argentina,5350,Daniel Passarella,1,7,0.14
535,1978,36,Francia,4012,Michel Platini,1,3,0.33
536,1978,56,México,7835,Victor Rangel,1,3,0.33
537,1978,11,Brasil,1771,Reinaldo,1,3,0.33
538,1978,36,Francia,4025,Dominique Rocheteau,1,2,0.5
539,1978,48,Irán,4169,Hassan Rowshan,1,3,0.33
540,1978,8,Austria,4638,Walter Schachner,1,3,0.33
541,1978,73,Suecia,3510,Thomas Sjoberg,1,3,0.33
542,1978,64,Polonia,3160,Andrzej Szarmach,1,5,0.2
543,1978,6,Argentina,5420,Alberto Tarantini,1,7,0.14
544,1978,42,Hungría,7621,Andras Toth,1,1,1.0
545,1978,60,Paises Bajos,6499,Rene Van De Kerkhof,1,7,0.14
546,1978,60,Paises Bajos,6500,Willy Van De Kerkhof,1,7,0.14
547,1978,56,México,7886,Arturo Vasquez,1,3,0.33
548,1978,63,Perú,2222,Jose Velasquez,1,5,0.2
549,1978,51,Italia,5793,Renato Zaccarelli,1,5,0.2
550,1978,11,Brasil,1843,Zico,1,6,0.17
551,1978,42,Hungría,7633,Sandor Zombori,1,3,0.33
