id_tarjeta,anio,id_seleccion,seleccion,id_jugador,jugador,amarillas,rojas
1480,2010,36,Francia,4055,Jeremy Toulalan,2,0
1481,2010,60,Paises Bajos,6496,Mark Van Bommel,2,0
1482,2010,60,Paises Bajos,6498,Giovanni Van Bronckhorst,2,0
1483,2010,60,Paises Bajos,6518,Robin Van Persie,2,0
1484,2010,5,Argelia,6898,Hassan Yebda,2,0
1485,2010,53,Japón,79,Yuki Abe,1,0
1486,2010,36,Francia,3820,Eric Abidal,1,0
1487,2010,38,Ghana,1445,Lee Addy,1,0
1488,2010,62,Paraguay,4302,Antolin Alcaraz,1,0
1489,2010,65,Portugal,3193,Hugo Almeida,1,0
1490,2010,34,España,4857,Xabi Alonso,1,0
1491,2010,35,Estados Unidos,2741,Jozy Altidore,1,0
1492,2010,38,Ghana,1457,Anthony Annan,1,0
1493,2010,1,Alemania,6041,Dennis Aogo,1,0
1494,2010,80,Uruguay,5812,Egidio Arevalo,1,0
1495,2010,57,Nigeria,4459,Yussuf Ayila,1,0
1496,2010,74,Suiza,8047,Tranquillo Barnetta,1,0
1497,2010,14,Camerún,870,Sebastien Bassong,1,0
1498,2010,35,Estados Unidos,2749,DaMarcus Beasley,1,0
1499,2010,7,Australia,7288,Michael Beauchamp,1,0
1500,2010,74,Suiza,8050,Diego Benaglio,1,0
1501,2010,26,Dinamarca,4192,Nicklas Bendtner,1,0
1502,2010,33,Eslovenia,3774,Valter Birsa,1,0
1503,2010,35,Estados Unidos,2755,Carlos Bocanegra,1,0
1504,2010,6,Argentina,5190,Mario Bolatti,1,0
1505,2010,60,Paises Bajos,6371,Khalid Boulahrouz,1,0
1506,2010,34,España,4879,Sergio Busquets,1,0
1507,2010,80,Uruguay,5827,Martin Caceres,1,0
1508,2010,51,Italia,5565,Mauro Camoranesi,1,0
1509,2010,51,Italia,5568,Fabio Cannavaro,1,0
1510,2010,34,España,4887,Joan Capdevila,1,0
1511,2010,56,México,7683,Israel Castro,1,0
1512,2010,33,Eslovenia,3779,Bostjan Cesar,1,0
1513,2010,21,Corea del Sur,6930,Du Ri Cha,1,0
1514,2010,41,Honduras,200,Osman Chavez,1,0
1515,2010,51,Italia,5585,Giorgio Chiellini,1,0
1516,2010,21,Corea del Sur,6938,Yong Hyung Cho,1,0
1517,2010,35,Estados Unidos,2770,Ricardo Clark,1,0
1518,2010,65,Portugal,3210,Fabio Coentrao,1,0
1519,2010,33,Eslovenia,3782,Zlatko Dedic,1,0
1520,2010,23,Costa de Marfil,6768,Guy Demel,1,0
1521,2010,35,Estados Unidos,2782,Jay Demerit,1,0
1522,2010,36,Francia,3898,Abou Diaby,1,0
1523,2010,65,Portugal,3224,Duda,1,0
1524,2010,32,Eslovaquia,795,Jan Durica,1,0
1525,2010,7,Australia,7307,Brett Emerton,1,0
1526,2010,57,Nigeria,4477,Vincent Enyeama,1,0
1527,2010,36,Francia,3910,Patrice Evra,1,0
1528,2010,59,Nueva Zelanda,5119,Rory Fallon,1,0
1529,2010,11,Brasil,1625,Felipe Melo,1,0
1530,2010,74,Suiza,8089,Gelson Fernandes,1,0
1531,2010,56,México,7722,Guillermo Franco,1,0
1532,2010,17,Chile,676,Ismael Fuentes,1,0
1533,2010,44,Inglaterra,1282,Steven Gerrard,1,0
1534,2010,74,Suiza,8108,Stephane Grichting,1,0
1535,2010,57,Nigeria,4484,Lukman Haruna,1,0
1536,2010,6,Argentina,5279,Gabriel Heinze,1,0
1537,2010,56,México,7753,Javier Hernandez,1,0
1538,2010,53,Japón,94,Keisuke Honda,1,0
1539,2010,20,Corea del Norte,7973,Yong Jo Hong,1,0
1540,2010,34,España,4948,Andrés Iniesta,1,0
1541,2010,74,Suiza,8122,Gokhan Inler,1,0
1542,2010,71,Serbia,3595,Branislav Ivanovic,1,0
1543,2010,41,Honduras,218,Emilio Izaguirre,1,0
1544,2010,11,Brasil,1673,Juan,1,0
1545,2010,39,Grecia,2596,Konstantinos Katsouranis,1,0
1546,2010,1,Alemania,6168,Sami Khedira,1,0
1547,2010,21,Corea del Sur,7014,Nam Il Kim,1,0
1548,2010,21,Corea del Sur,7010,Jung Woo Kim,1,0
1549,2010,33,Eslovenia,3792,Andraz Kirm,1,0
1550,2010,71,Serbia,3619,Aleksandar Kolarov,1,0
1551,2010,33,Eslovenia,3794,Andrej Komac,1,0
1552,2010,32,Eslovaquia,800,Kamil Kopunek,1,0
1553,2010,26,Dinamarca,4239,Per Kroldrup,1,0
1554,2010,32,Eslovaquia,803,Juraj Kucka,1,0
1555,2010,60,Paises Bajos,6437,Dirk Kuyt,1,0
1556,2010,71,Serbia,3633,Zdravko Kuzmanovic,1,0
1557,2010,1,Alemania,6196,Philipp Lahm,1,0
1558,2010,21,Corea del Sur,7037,Chung-yong Lee,1,0
1559,2010,59,Nueva Zelanda,5123,Tony Lochhead,1,0
1560,2010,80,Uruguay,5909,Diego Lugano,1,0
1561,2010,11,Brasil,1694,Luis Fabiano,1,0
1562,2010,56,México,7777,Rafael Marquez,1,0
1563,2010,72,Sudáfrica,8259,Tsepo Masilela,1,0
1564,2010,60,Paises Bajos,6446,Joris Mathijsen,1,0
1565,2010,53,Japón,123,Daisuke Matsui,1,0
1566,2010,38,Ghana,1486,Jonathan Mensah,1,0
1567,2010,11,Brasil,1723,Michel Bastos,1,0
1568,2010,17,Chile,706,Rodrigo Millar,1,0
1569,2010,44,Inglaterra,1346,James Milner,1,0
1570,2010,62,Paraguay,4395,Claudio Morel,1,0
1571,2010,56,México,7793,Hector Moreno,1,0
1572,2010,32,Eslovaquia,804,Jan Mucha,1,0
1573,2010,7,Australia,7349,Lucas Neill,1,0
1574,2010,71,Serbia,3676,Milos Ninkovic,1,0
1575,2010,74,Suiza,8157,Blaise Nkufo,1,0
1576,2010,60,Paises Bajos,6455,Andre Ooijer,1,0
1577,2010,6,Argentina,5339,Nicolas Otamendi,1,0
1578,2010,1,Alemania,6240,Mesut Ozil,1,0
1579,2010,20,Corea del Norte,7996,Chol Jin Pak,1,0
1580,2010,38,Ghana,1495,John Pantsil,1,0
1581,2010,39,Grecia,2614,Sokratis Papastathopoulos,1,0
1582,2010,65,Portugal,3291,Pedro Mendes,1,0
1583,2010,32,Eslovaquia,805,Peter Pekarik,1,0
1584,2010,51,Italia,5725,Simone Pepe,1,0
1585,2010,65,Portugal,3292,Pepe,1,0
1586,2010,80,Uruguay,5956,Maximiliano Pereira,1,0
1587,2010,72,Sudáfrica,8282,Steven Pienaar,1,0
1588,2010,34,España,5022,Gerard Piqué,1,0
1589,2010,26,Dinamarca,4267,Christian Poulsen,1,0
1590,2010,34,España,5028,Carles Puyol,1,0
1591,2010,51,Italia,5741,Fabio Quagliarella,1,0
1592,2010,33,Eslovenia,3808,Aleksandar Radosavljevic,1,0
1593,2010,34,España,5035,Sergio Ramos,1,0
1594,2010,59,Nueva Zelanda,5133,Winston Reid,1,0
1595,2010,36,Francia,4021,Franck Ribery,1,0
1596,2010,62,Paraguay,4411,Cristian Riveros,1,0
1597,2010,56,México,7844,Francisco Rodriguez,1,0
1598,2010,65,Portugal,3307,Cristiano Ronaldo,1,0
1599,2010,39,Grecia,2618,Georgios Samaras,1,0
1600,2010,62,Paraguay,4419,Roque Santa Cruz,1,0
1601,2010,62,Paraguay,4420,Jonathan Santana,1,0
1602,2010,38,Ghana,1503,Hans Sarpei,1,0
1603,2010,1,Alemania,6280,Bastian Schweinsteiger,1,0
1604,2010,32,Eslovaquia,810,Stanislav Sestak,1,0
1605,2010,32,Eslovaquia,811,Martin Skrtel,1,0
1606,2010,59,Nueva Zelanda,5138,Tommy Smith,1,0
1607,2010,60,Paises Bajos,6481,Wesley Sneijder,1,0
1608,2010,26,Dinamarca,4285,Thomas Sorensen,1,0
1609,2010,60,Paises Bajos,6484,Maarten Stekelenburg,1,0
1610,2010,17,Chile,765,Humberto Suazo,1,0
1611,2010,41,Honduras,237,David Suazo,1,0
1612,2010,71,Serbia,3742,Neven Subotic,1,0
1613,2010,33,Eslovenia,3814,Marko Suler,1,0
1614,2010,38,Ghana,1511,Prince Tagoe,1,0
1615,2010,41,Honduras,238,Hendry Thomas,1,0
1616,2010,39,Grecia,2625,Vasileios Torosidis,1,0
1617,2010,56,México,7878,Gerardo Torrado,1,0
1618,2010,41,Honduras,240,Danilo Turcios,1,0
1619,2010,39,Grecia,2629,Alexandros Tziolis,1,0
1620,2010,17,Chile,778,Jorge Valdivia,1,0
1621,2010,7,Australia,7376,Carl Valeri,1,0
1622,2010,60,Paises Bajos,6503,Rafael Van Der Vaart,1,0
1623,2010,62,Paraguay,4435,Enrique Vera,1,0
1624,2010,80,Uruguay,6028,Mauricio Victorino,1,0
1625,2010,17,Chile,785,Arturo Vidal,1,0
1626,2010,71,Serbia,3757,Nemanja Vidic,1,0
1627,2010,32,Eslovaquia,814,Robert Vittek,1,0
1628,2010,38,Ghana,1512,Isaac Vorsah,1,0
1629,2010,32,Eslovaquia,815,Vladimir Weiss,1,0
1630,2010,7,Australia,7383,Luke Wilkshire,1,0
1631,2010,34,España,5095,Xavi,1,0
1632,2010,74,Suiza,8229,Hakan Yakin,1,0
1633,2010,21,Corea del Sur,7093,Ki Hun Yeom,1,0
1634,2010,74,Suiza,8231,Reto Ziegler,1,0
1635,2010,71,Serbia,3769,Nikola Zigic,1,0
1636,2010,23,Costa de Marfil,6805,Didier Zokora,1,0
1637,2014,27,Ecuador,4746,Antonio Valencia,1,1
1638,2014,13,Bélgica,6602,Steven Defour,0,1
1639,2014,22,Costa Rica,1993,Óscar Duarte,0,1
1640,2014,39,Grecia,2596,Konstantinos Katsouranis,0,1
1641,2014,51,Italia,5679,Claudio Marchisio,0,1
1642,2014,41,Honduras,233,Wilson Palacios,0,1
1643,2014,65,Portugal,3292,Pepe,0,1
1644,2014,80,Uruguay,5956,Maximiliano Pereira,0,1
1645,2014,24,Croacia,1139,Ante Rebic,0,1
1646,2014,14,Camerún,971,Alexandre Song,0,1
1647,2014,11,Brasil,1804,Thiago Silva,3,0
1648,2014,56,México,7635,Paul Aguilar,2,0
1649,2014,13,Bélgica,6544,Toby Alderweireld,2,0
1650,2014,51,Italia,5535,Mario Balotelli,2,0
1651,2014,36,Francia,3859,Yohan Cabaye,2,0
1652,2014,7,Australia,7294,Tim Cahill,2,0
1653,2014,60,Paises Bajos,6385,Jonathan de Guzmán,2,0
1654,2014,22,Costa Rica,2002,Giancarlo Gonzalez,2,0
1655,2014,1,Alemania,6148,Benedikt Höwedes,2,0
1656,2014,60,Paises Bajos,6418,Klaas Jan Huntelaar,2,0
1657,2014,7,Australia,7320,Mile Jedinak,2,0
1658,2014,80,Uruguay,5909,Diego Lugano,2,0
1659,2014,11,Brasil,1698,Luiz Gustavo,2,0
1660,2014,56,México,7777,Rafael Marquez,2,0
1661,2014,60,Paises Bajos,6445,Bruno Martins Indi,2,0
1662,2014,17,Chile,705,Eugenio Mena,2,0
1663,2014,38,Ghana,1488,Sulley Muntari,2,0
1664,2014,6,Argentina,5383,Marcos Rojo,2,0
1665,2014,1,Alemania,6280,Bastian Schweinsteiger,2,0
1666,2014,17,Chile,762,Francisco Silva,2,0
1667,2014,60,Paises Bajos,6518,Robin Van Persie,2,0
1668,2014,56,México,7888,José Juan Vázquez,2,0
1669,2014,23,Costa de Marfil,6805,Didier Zokora,2,0
1670,2014,22,Costa Rica,1960,Johnny Acosta,1,0
1671,2014,38,Ghana,1449,Harrison Afful,1,0
1672,2014,6,Argentina,5151,Sergio Agüero,1,0
1673,2014,34,España,4857,Xabi Alonso,1,0
1674,2014,11,Brasil,1533,Dani Alves,1,0
1675,2014,48,Irán,4083,Karim Ansarifard,1,0
1676,2014,17,Chile,629,Charles Aránguiz,1,0
1677,2014,80,Uruguay,5812,Egidio Arevalo,1,0
1678,2014,19,Colombia,2641,Pablo Armero,1,0
1679,2014,38,Ghana,1464,Jordan Ayew,1,0
1680,2014,23,Costa de Marfil,6763,Souleymane Bamba,1,0
1681,2014,44,Inglaterra,1209,Ross Barkley,1,0
1682,2014,35,Estados Unidos,2750,Kyle Beckerman,1,0
1683,2014,41,Honduras,192,Jerry Bengtson,1,0
1684,2014,5,Argelia,6841,Nabil Bentaleb,1,0
1685,2014,41,Honduras,193,Victor Bernardez,1,0
1686,2014,10,Bosnia-Herzegovina,8012,Muhamed Besic,1,0
1687,2014,6,Argentina,5187,Lucas Biglia,1,0
1688,2014,60,Paises Bajos,6365,Daley Blind,1,0
1689,2014,5,Argelia,6843,Madjid Bougherra,1,0
1690,2014,80,Uruguay,5827,Martin Caceres,1,0
1691,2014,5,Argelia,6846,Liassine Cadamuro,1,0
1692,2014,35,Estados Unidos,2765,Geoff Cameron,1,0
1693,2014,34,España,4892,Iker Casillas,1,0
1694,2014,24,Croacia,1090,Vedran Corluka,1,0
1695,2014,22,Costa Rica,1989,José Cubero,1,0
1696,2014,11,Brasil,1589,Dante,1,0
1697,2014,51,Italia,5607,Mattia De Sciglio,1,0
1698,2014,60,Paises Bajos,6393,Stefan de Vrij,1,0
1699,2014,13,Bélgica,6604,Mousa Dembélé,1,0
1700,2014,6,Argentina,5236,Martin Demichelis,1,0
1701,2014,6,Argentina,5238,Angel Di Maria,1,0
1702,2014,22,Costa Rica,1991,Júnior Díaz,1,0
1703,2014,23,Costa de Marfil,6769,Serey Die,1,0
1704,2014,74,Suiza,8073,Johan Djourou,1,0
1705,2014,23,Costa de Marfil,6775,Didier Drogba,1,0
1706,2014,24,Croacia,3226,Eduardo,1,0
1707,2014,14,Camerún,890,Eyong Enoh,1,0
1708,2014,27,Ecuador,26,Frickson Erazo,1,0
1709,2014,36,Francia,3910,Patrice Evra,1,0
1710,2014,74,Suiza,8089,Gelson Fernandes,1,0
1711,2014,11,Brasil,1627,Fernandinho,1,0
1712,2014,6,Argentina,5265,Ezequiel Garay,1,0
1713,2014,41,Honduras,213,Oscar Boniek Garcia,1,0
1714,2014,80,Uruguay,5878,Walter Gargano,1,0
1715,2014,41,Honduras,214,Luis Garrido,1,0
1716,2014,44,Inglaterra,1282,Steven Gerrard,1,0
1717,2014,5,Argelia,6860,Nabil Ghilas,1,0
1718,2014,80,Uruguay,5882,José María Giménez,1,0
1719,2014,69,Rusia,301,Denis Glushakov,1,0
1720,2014,80,Uruguay,5883,Diego Godin,1,0
1721,2014,35,Estados Unidos,2807,Omar González,1,0
1722,2014,22,Costa Rica,2005,Esteban Granados,1,0
1723,2014,56,México,7739,Andres Guardado,1,0
1724,2014,19,Colombia,2674,Fredy Guarín,1,0
1725,2014,5,Argelia,6864,Rafik Halliche,1,0
1726,2014,21,Corea del Sur,6968,Kook-Young Han,1,0
1727,2014,53,Japón,90,Makoto Hasebe,1,0
1728,2014,13,Bélgica,6628,Eden Hazard,1,0
1729,2014,21,Corea del Sur,6971,Jeong-Ho Hong,1,0
1730,2014,11,Brasil,1655,Hulk,1,0
1731,2014,11,Brasil,1666,Jo,1,0
1732,2014,35,Estados Unidos,2825,Jermaine Jones,1,0
1733,2014,11,Brasil,1676,Julio Cesar,1,0
1734,2014,23,Costa de Marfil,6785,Salomon Kalou,1,0
1735,2014,1,Alemania,6168,Sami Khedira,1,0
1736,2014,21,Corea del Sur,6994,Sung-yueng Ki,1,0
1737,2014,69,Rusia,328,Dmitri Kombarov,1,0
1738,2014,13,Bélgica,6643,Vincent Kompany,1,0
1739,2014,53,Japón,115,Yasuyuki Konno,1,0
1740,2014,21,Corea del Sur,7031,Ja-Cheol Koo,1,0
1741,2014,69,Rusia,333,Aleksei Kozlov,1,0
1742,2014,1,Alemania,6196,Philipp Lahm,1,0
1743,2014,44,Inglaterra,1318,Adam Lallana,1,0
1744,2014,21,Corea del Sur,7056,Yong Lee,1,0
1745,2014,24,Croacia,1119,Dejan Lovren,1,0
1746,2014,39,Grecia,2604,Kostas Manolas,1,0
1747,2014,6,Argentina,5314,Javier Mascherano,1,0
1748,2014,36,Francia,3990,Blaise Matuidi,1,0
1749,2014,14,Camerún,929,Stephane Mbia,1,0
1750,2014,10,Bosnia-Herzegovina,8022,Haris Medunjanin,1,0
1751,2014,5,Argelia,6887,Djamel Mesbah,1,0
1752,2014,7,Australia,7345,Mark Milligan,1,0
1753,2014,27,Ecuador,50,Jefferson Montero,1,0
1754,2014,56,México,7793,Hector Moreno,1,0
1755,2014,53,Japón,130,Masato Morishige,1,0
1756,2014,65,Portugal,3273,João Moutinho,1,0
1757,2014,80,Uruguay,5938,Fernando Muslera,1,0
1758,2014,22,Costa Rica,2031,Keylor Navas,1,0
1759,2014,48,Irán,4154,Javad Nekounam,1,0
1760,2014,11,Brasil,1735,Neymar Jr.,1,0
1761,2014,14,Camerún,955,Dany Nounkeu,1,0
1762,2014,57,Nigeria,4505,John Obi Mikel,1,0
1763,2014,57,Nigeria,4523,Kenneth Omeruo,1,0
1764,2014,11,Brasil,1744,Oscar,1,0
1765,2014,57,Nigeria,4528,Juwon Oshaniwa,1,0
1766,2014,41,Honduras,231,Jerry Palacios,1,0
1767,2014,39,Grecia,2614,Sokratis Papastathopoulos,1,0
1768,2014,27,Ecuador,56,Juan Carlos Paredes,1,0
1769,2014,65,Portugal,3294,João Pereira,1,0
1770,2014,17,Chile,727,Mauricio Pinilla,1,0
1771,2014,36,Francia,4013,Paul Pogba,1,0
1772,2014,38,Ghana,1500,Mohammed Rabiu,1,0
1773,2014,24,Croacia,1137,Ivan Rakitic,1,0
1774,2014,11,Brasil,1769,Ramires,1,0
1775,2014,34,España,5035,Sergio Ramos,1,0
1776,2014,60,Paises Bajos,6471,Arjen Robben,1,0
1777,2014,19,Colombia,2715,James Rodríguez,1,0
1778,2014,22,Costa Rica,2042,Bryan Ruiz,1,0
1779,2014,14,Camerún,969,Edgar Salli,1,0
1780,2014,39,Grecia,2617,Dimitrios Salpingidis,1,0
1781,2014,39,Grecia,2618,Georgios Samaras,1,0
1782,2014,39,Grecia,2619,Andreas Samaris,1,0
1783,2014,19,Colombia,5988,Carlos Sánchez,1,0
1784,2014,69,Rusia,396,Oleg Shatov,1,0
1785,2014,48,Irán,4176,Masoud Shojaei,1,0
1786,2014,21,Corea del Sur,7086,Heung-Min Son,1,0
1787,2014,10,Bosnia-Herzegovina,8027,Emir Spahic,1,0
1788,2014,7,Australia,7369,Matthew Spiranovic,1,0
1789,2014,44,Inglaterra,1401,Raheem Sterling,1,0
1790,2014,22,Costa Rica,2051,Yeltsin Tejeda,1,0
1791,2014,48,Irán,4180,Andranik Teymourian,1,0
1792,2014,23,Costa de Marfil,6796,Ismael Tiote,1,0
1793,2014,39,Grecia,2625,Vasileios Torosidis,1,0
1794,2014,22,Costa Rica,2053,Michael Umaña,1,0
1795,2014,27,Ecuador,76,Enner Valencia,1,0
1796,2014,13,Bélgica,6748,Jan Vertonghen,1,0
1797,2014,17,Chile,785,Arturo Vidal,1,0
1798,2014,38,Ghana,1514,Majeed Waris,1,0
1799,2014,13,Bélgica,6758,Axel Witsel,1,0
1800,2014,74,Suiza,8228,Granit Xhaka,1,0
1801,2014,19,Colombia,2732,Mario Yepes,1,0
1802,2014,53,Japón,187,Maya Yoshida,1,0
1803,2018,19,Colombia,5988,Carlos Sánchez,1,1
1804,2018,1,Alemania,6060,Jérôme Boateng,0,1
1805,2018,74,Suiza,8135,Michael Lang,0,1
1806,2018,69,Rusia,403,Igor Smolnikov,0,1
1807,2018,73,Suecia,3443,Sebastian Larsson,3,0
1808,2018,13,Bélgica,6544,Toby Alderweireld,2,0
1809,2018,61,Panamá,8411,Michael Amir Murillo,2,0
1810,2018,6,Argentina,5175,Ever Banega,2,0
1811,2018,19,Colombia,2644,Wílmar Barrios,2,0
1812,2018,74,Suiza,8049,Valon Behrami,2,0
1813,2018,80,Uruguay,5818,Rodrigo Bentancur,2,0
1814,2018,11,Brasil,1576,Casemiro,2,0
1815,2018,61,Panamá,8417,Armando Cooper,2,0
1816,2018,55,Marruecos,8340,Karim El Ahmadi,2,0
1817,2018,69,Rusia,299,Yury Gazinsky,2,0
1818,2018,36,Francia,3940,Lucas Hernandez,2,0
1819,2018,56,México,7755,Héctor Herrera,2,0
1820,2018,21,Corea del Sur,6990,Woo-young Jung,2,0
1821,2018,26,Dinamarca,4230,Mathias Jørgensen,2,0
1822,2018,36,Francia,3948,N'Golo Kanté,2,0
1823,2018,74,Suiza,8140,Stephan Lichtsteiner,2,0
1824,2018,73,Suecia,3457,Mikael Lustig,2,0
1825,2018,44,Inglaterra,1330,Harry Maguire,2,0
1826,2018,24,Croacia,1122,Mario Mandzukic,2,0
1827,2018,6,Argentina,5314,Javier Mascherano,2,0
1828,2018,71,Serbia,3647,Nemanja Matić,2,0
1829,2018,36,Francia,3990,Blaise Matuidi,2,0
1830,2018,36,Francia,3992,Kylian Mbappé,2,0
1831,2018,13,Bélgica,6656,Thomas Meunier,2,0
1832,2018,71,Serbia,3666,Aleksandar Mitrović,2,0
1833,2018,56,México,7793,Hector Moreno,2,0
1834,2018,70,Senegal,1064,M'Baye Niang,2,0
1835,2018,6,Argentina,5339,Nicolas Otamendi,2,0
1836,2018,24,Croacia,1139,Ante Rebic,2,0
1837,2018,65,Portugal,3307,Cristiano Ronaldo,2,0
1838,2018,78,Túnez,7248,Ferjani Sassi,2,0
1839,2018,74,Suiza,8182,Fabian Schär,2,0
1840,2018,13,Bélgica,6748,Jan Vertonghen,2,0
1841,2018,24,Croacia,1165,Sime Vrsaljko,2,0
1842,2018,44,Inglaterra,1420,Kyle Walker,2,0
1843,2018,26,Dinamarca,4293,Yussuf Yurary Poulsen,2,0
1844,2018,22,Costa Rica,1960,Johnny Acosta,1,0
1845,2018,6,Argentina,5150,Marcos Acuña,1,0
1846,2018,4,Arabia Saudita,4802,Taisir Al-Jassim,1,0
1847,2018,56,México,7639,Edson Álvarez,1,0
1848,2018,48,Irán,4082,Vahid Amiri,1,0
1849,2018,55,Marruecos,8301,Nordin Amrabat,1,0
1850,2018,48,Irán,4083,Karim Ansarifard,1,0
1851,2018,63,Perú,2129,Pedro Aquino,1,0
1852,2018,19,Colombia,2639,Santiago Arias,1,0
1853,2018,7,Australia,7285,Daniel Arzani,1,0
1854,2018,61,Panamá,8413,Ricardo Ávila,1,0
1855,2018,48,Irán,4085,Sardar Azmoun,1,0
1856,2018,19,Colombia,2643,Carlos Bacca,1,0
1857,2018,78,Túnez,7152,Anice Badri,1,0
1858,2018,57,Nigeria,4464,Leon Balogun,1,0
1859,2018,61,Panamá,,Édgar Joel  Bárcenas,1,0
1860,2018,64,Polonia,3031,Jan Bednarek,1,0
1861,2018,7,Australia,7289,Aziz Behich,1,0
1862,2018,55,Marruecos,8313,Medhi Benatia,1,0
1863,2018,55,Marruecos,8321,Mbark Boussoufa,1,0
1864,2018,24,Croacia,1086,Marcelo Brozovic,1,0
1865,2018,34,España,4879,Sergio Busquets,1,0
1866,2018,22,Costa Rica,1975,Francisco Calvo,1,0
1867,2018,22,Costa Rica,1977,Joel Campbell,1,0
1868,2018,78,Túnez,7177,Ghailene Chaalali,1,0
1869,2018,73,Suecia,3369,Viktor Claesson,1,0
1870,2018,24,Croacia,1090,Vedran Corluka,1,0
1871,2018,19,Colombia,2658,Juan Guillermo Cuadrado,1,0
1872,2018,55,Marruecos,8332,Manuel da Costa,1,0
1873,2018,61,Panamá,8419,Erick Davis,1,0
1874,2018,13,Bélgica,6588,Kevin De Bruyne,1,0
1875,2018,26,Dinamarca,4206,Thomas Delaney,1,0
1876,2018,13,Bélgica,6606,Leander Dendoncker,1,0
1877,2018,48,Irán,4100,Omid Ebrahimi,1,0
1878,2018,73,Suecia,3377,Albin Ekdal,1,0
1879,2018,55,Marruecos,8351,Munir El Kajoui,1,0
1880,2018,61,Panamá,8421,Fidel Escobar,1,0
1881,2018,11,Brasil,1622,Fagner,1,0
1882,2018,19,Colombia,2667,Radamel Falcao,1,0
1883,2018,28,Egipto,2083,Ahmed Fathy,1,0
1884,2018,65,Portugal,3230,Bruno Fernandes,1,0
1885,2018,11,Brasil,1627,Fernandinho,1,0
1886,2018,11,Brasil,1630,Filipe Luís,1,0
1887,2018,49,Islandia,7129,Alfred Finnbogason,1,0
1888,2018,28,Egipto,2086,Ali Gabr,1,0
1889,2018,56,México,7726,Jesús Gallardo,1,0
1890,2018,22,Costa Rica,1999,Cristian Gamboa,1,0
1891,2018,36,Francia,3923,Olivier Giroud,1,0
1892,2018,61,Panamá,8422,Aníbal Godoy,1,0
1893,2018,69,Rusia,302,Aleksandr Golovin,1,0
1894,2018,61,Panamá,,Gabriel Enrique  Gómez,1,0
1895,2018,64,Polonia,3068,Jacek Góralski,1,0
1896,2018,56,México,7739,Andres Guardado,1,0
1897,2018,65,Portugal,3243,Raphaël Guerreiro,1,0
1898,2018,63,Perú,2172,Paolo Guerrero,1,0
1899,2018,70,Senegal,1039,Idrissa Gana Gueye,1,0
1900,2018,73,Suecia,3397,John Guidetti,1,0
1901,2018,22,Costa Rica,2008,David Guzmán,1,0
1902,2018,48,Irán,4115,Ehsan Hajsafi,1,0
1903,2018,55,Marruecos,8364,Achraf Hakimi,1,0
1904,2018,49,Islandia,7136,Emil Hallfredsson,1,0
1905,2018,53,Japón,90,Makoto Hasebe,1,0
1906,2018,13,Bélgica,6628,Eden Hazard,1,0
1907,2018,28,Egipto,2091,Ahmed Hegazi,1,0
1908,2018,44,Inglaterra,1291,Jordan Henderson,1,0
1909,2018,1,Alemania,6150,Mats Hummels,1,0
1910,2018,63,Perú,2174,Paolo Hurtado,1,0
1911,2018,21,Corea del Sur,6975,Hee-chan Hwang,1,0
1912,2018,57,Nigeria,4486,Brian Idowu,1,0
1913,2018,53,Japón,99,Takashi Inui,1,0
1914,2018,71,Serbia,3595,Branislav Ivanovic,1,0
1915,2018,48,Irán,4123,Alireza Jahanbakhsh,1,0
1916,2018,7,Australia,7320,Mile Jedinak,1,0
1917,2018,24,Croacia,1099,Tin Jedvaj,1,0
1918,2018,53,Japón,111,Eiji Kawashima,1,0
1919,2018,21,Corea del Sur,7021,Shin-Wook Kim,1,0
1920,2018,21,Corea del Sur,7028,Young-Gwon Kim,1,0
1921,2018,64,Polonia,3100,Grzegorz Krychowiak,1,0
1922,2018,69,Rusia,337,Ilya Kutepov,1,0
1923,2018,56,México,7766,Miguel Layún,1,0
1924,2018,7,Australia,7333,Mathew Leckie,1,0
1925,2018,21,Corea del Sur,7056,Yong Lee,1,0
1926,2018,21,Corea del Sur,7042,Jae-sung Lee,1,0
1927,2018,21,Corea del Sur,7053,Seung-woo Lee,1,0
1928,2018,44,Inglaterra,1326,Jesse Lingard,1,0
1929,2018,71,Serbia,3638,Adem Ljajić,1,0
1930,2018,44,Inglaterra,1328,Ruben Loftus-Cheek,1,0
1931,2018,24,Croacia,1119,Dejan Lovren,1,0
1932,2018,53,Japón,121,Tomoaki Makino,1,0
1933,2018,6,Argentina,5317,Gabriel Mercado,1,0
1934,2018,6,Argentina,5318,Lionel Messi,1,0
1935,2018,71,Serbia,3657,Sergej Milinković-Savić,1,0
1936,2018,71,Serbia,3659,Luka Milivojević,1,0
1937,2018,7,Australia,7345,Mark Milligan,1,0
1938,2018,19,Colombia,2692,Johan Mojica,1,0
1939,2018,21,Corea del Sur,7063,Seon-min Moon,1,0
1940,2018,28,Egipto,2103,Sam Morsy,1,0
1941,2018,1,Alemania,6226,Thomas Müller,1,0
1942,2018,70,Senegal,1057,Cheikh N'Doye,1,0
1943,2018,11,Brasil,1735,Neymar Jr.,1,0
1944,2018,57,Nigeria,4505,John Obi Mikel,1,0
1945,2018,36,Francia,4003,Benjamin Pavard,1,0
1946,2018,11,Brasil,1762,Philippe Coutinho,1,0
1947,2018,34,España,5022,Gerard Piqué,1,0
1948,2018,24,Croacia,1131,Josip Pivarić,1,0
1949,2018,24,Croacia,1132,Marko Pjaca,1,0
