anio,num_partido,fecha,etapa,local,visitante,goles_local,goles_visitante,tiempo_extra,penales,penales_local,penales_visitante
2022,30,28-Nov-2022,"1ra Ronda, Grupo H",Corea del Sur,Ghana,2,3,NO,NO,,
2022,31,28-Nov-2022,"1ra Ronda, Grupo G",Brasil,Suiza,1,0,NO,NO,,
2022,32,28-Nov-2022,"1ra Ronda, Grupo H",Portugal,Uruguay,2,0,NO,NO,,
2022,33,29-Nov-2022,"1ra Ronda, Grupo A",Paises Bajos,Catar,2,0,NO,NO,,
2022,34,29-Nov-2022,"1ra Ronda, Grupo A",Ecuador,Senegal,1,2,NO,NO,,
2022,35,29-Nov-2022,"1ra Ronda, Grupo B",Gales,Inglaterra,0,3,NO,NO,,
2022,36,29-Nov-2022,"1ra Ronda, Grupo B",Irán,Estados Unidos,0,1,NO,NO,,
2022,37,30-Nov-2022,"1ra Ronda, Grupo D",Australia,Dinamarca,1,0,NO,NO,,
2022,38,30-Nov-2022,"1ra Ronda, Grupo D",Túnez,Francia,1,0,NO,NO,,
2022,39,30-Nov-2022,"1ra Ronda, Grupo C",Arabia Saudita,México,1,2,NO,NO,,
2022,40,30-Nov-2022,"1ra Ronda, Grupo C",Polonia,Argentina,0,2,NO,NO,,
2022,41,01-Dec-2022,"1ra Ronda, Grupo F",Croacia,Bélgica,0,0,NO,NO,,
2022,42,01-Dec-2022,"1ra Ronda, Grupo F",Canadá,Marruecos,1,2,NO,NO,,
2022,43,01-Dec-2022,"1ra Ronda, Grupo E",Japón,España,2,1,NO,NO,,
2022,44,01-Dec-2022,"1ra Ronda, Grupo E",Costa Rica,Alemania,2,4,NO,NO,,
2022,45,02-Dec-2022,"1ra Ronda, Grupo H",Ghana,Uruguay,0,2,NO,NO,,
2022,46,02-Dec-2022,"1ra Ronda, Grupo H",Corea del Sur,Portugal,2,1,NO,NO,,
2022,47,02-Dec-2022,"1ra Ronda, Grupo G",Serbia,Suiza,2,3,NO,NO,,
2022,48,02-Dec-2022,"1ra Ronda, Grupo G",Camerún,Brasil,1,0,NO,NO,,
2022,49,03-Dec-2022,Octavos,Paises Bajos,Estados Unidos,3,1,NO,NO,,
2022,50,03-Dec-2022,Octavos,Argentina,Australia,2,1,NO,NO,,
2022,51,04-Dec-2022,Octavos,Inglaterra,Senegal,3,0,NO,NO,,
2022,52,04-Dec-2022,Octavos,Francia,Polonia,3,1,NO,NO,,
2022,53,05-Dec-2022,Octavos,Japón,Croacia,1,1,SI,SI,1,3
2022,54,05-Dec-2022,Octavos,Brasil,Corea del Sur,4,1,NO,NO,,
2022,55,06-Dec-2022,Octavos,Marruecos,España,0,0,SI,SI,3,0
2022,56,06-Dec-2022,Octavos,Portugal,Suiza,6,1,NO,NO,,
2022,57,09-Dec-2022,Cuartos,Paises Bajos,Argentina,2,2,SI,SI,3,4
2022,58,09-Dec-2022,Cuartos,Croacia,Brasil,1,1,SI,SI,4,2
2022,59,10-Dec-2022,Cuartos,Inglaterra,Francia,1,2,NO,NO,,
2022,60,10-Dec-2022,Cuartos,Marruecos,Portugal,1,0,NO,NO,,
2022,61,13-Dec-2022,Semis,Argentina,Croacia,3,0,NO,NO,,
2022,62,14-Dec-2022,Semis,Francia,Marruecos,2,0,NO,NO,,
2022,63,17-Dec-2022,3er Puesto,Croacia,Marruecos,2,1,NO,NO,,
2022,64,18-Dec-2022,Final,Argentina,Francia,3,3,SI,SI,4,2
