anio,num_partido,fecha,etapa,local,visitante,goles_local,goles_visitante,tiempo_extra,penales,penales_local,penales_visitante
1998,1,10-Jun-1998,"1ra Ronda, Grupo A",Brasil,Escocia,2,1,NO,NO,,
1998,2,10-Jun-1998,"1ra Ronda, Grupo A",Marruecos,Noruega,2,2,NO,NO,,
1998,3,11-Jun-1998,"1ra Ronda, Grupo B",Camerún,Austria,1,1,NO,NO,,
1998,4,11-Jun-1998,"1ra Ronda, Grupo B",Italia,Chile,2,2,NO,NO,,
1998,5,12-Jun-1998,"1ra Ronda, Grupo C",Arabia Saudita,Dinamarca,0,1,NO,NO,,
1998,6,12-Jun-1998,"1ra Ronda, Grupo C",Francia,Sudáfrica,3,0,NO,NO,,
1998,7,12-Jun-1998,"1ra Ronda, Grupo D",Paraguay,Bulgaria,0,0,NO,NO,,
1998,8,13-Jun-1998,"1ra Ronda, Grupo E",Paises Bajos,Bélgica,0,0,NO,NO,,
1998,9,13-Jun-1998,"1ra Ronda, Grupo E",Corea del Sur,México,1,3,NO,NO,,
1998,10,13-Jun-1998,"1ra Ronda, Grupo D",España,Nigeria,2,3,NO,NO,,
1998,11,14-Jun-1998,"1ra Ronda, Grupo H",Jamaica,Croacia,1,3,NO,NO,,
1998,12,14-Jun-1998,"1ra Ronda, Grupo F",RF de Yugoslavia,Irán,1,0,NO,NO,,
1998,13,14-Jun-1998,"1ra Ronda, Grupo H",Argentina,Japón,1,0,NO,NO,,
1998,14,15-Jun-1998,"1ra Ronda, Grupo F",Alemania,Estados Unidos,2,0,NO,NO,,
1998,15,15-Jun-1998,"1ra Ronda, Grupo G",Rumania,Colombia,1,0,NO,NO,,
1998,16,15-Jun-1998,"1ra Ronda, Grupo G",Inglaterra,Túnez,2,0,NO,NO,,
1998,17,16-Jun-1998,"1ra Ronda, Grupo A",Escocia,Noruega,1,1,NO,NO,,
1998,18,16-Jun-1998,"1ra Ronda, Grupo A",Brasil,Marruecos,3,0,NO,NO,,
1998,19,17-Jun-1998,"1ra Ronda, Grupo B",Chile,Austria,1,1,NO,NO,,
1998,20,17-Jun-1998,"1ra Ronda, Grupo B",Italia,Camerún,3,0,NO,NO,,
1998,21,18-Jun-1998,"1ra Ronda, Grupo C",Francia,Arabia Saudita,4,0,NO,NO,,
1998,22,18-Jun-1998,"1ra Ronda, Grupo C",Sudáfrica,Dinamarca,1,1,NO,NO,,
1998,23,19-Jun-1998,"1ra Ronda, Grupo D",Nigeria,Bulgaria,1,0,NO,NO,,
1998,24,19-Jun-1998,"1ra Ronda, Grupo D",España,Paraguay,0,0,NO,NO,,
1998,25,20-Jun-1998,"1ra Ronda, Grupo E",Paises Bajos,Corea del Sur,5,0,NO,NO,,
1998,26,20-Jun-1998,"1ra Ronda, Grupo E",Bélgica,México,2,2,NO,NO,,
1998,27,20-Jun-1998,"1ra Ronda, Grupo H",Japón,Croacia,0,1,NO,NO,,
1998,28,21-Jun-1998,"1ra Ronda, Grupo H",Argentina,Jamaica,5,0,NO,NO,,
1998,29,21-Jun-1998,"1ra Ronda, Grupo F",Alemania,RF de Yugoslavia,2,2,NO,NO,,
1998,30,21-Jun-1998,"1ra Ronda, Grupo F",Estados Unidos,Irán,1,2,NO,NO,,
1998,31,22-Jun-1998,"1ra Ronda, Grupo G",Colombia,Túnez,1,0,NO,NO,,
1998,32,22-Jun-1998,"1ra Ronda, Grupo G",Rumania,Inglaterra,2,1,NO,NO,,
1998,33,23-Jun-1998,"1ra Ronda, Grupo B",Italia,Austria,2,1,NO,NO,,
1998,34,23-Jun-1998,"1ra Ronda, Grupo A",Escocia,Marruecos,0,3,NO,NO,,
1998,35,23-Jun-1998,"1ra Ronda, Grupo A",Brasil,Noruega,1,2,NO,NO,,
1998,36,23-Jun-1998,"1ra Ronda, Grupo B",Chile,Camerún,1,1,NO,NO,,
1998,37,24-Jun-1998,"1ra Ronda, Grupo D",España,Bulgaria,6,1,NO,NO,,
1998,38,24-Jun-1998,"1ra Ronda, Grupo C",Francia,Dinamarca,2,1,NO,NO,,
1998,39,24-Jun-1998,"1ra Ronda, Grupo D",Nigeria,Paraguay,1,3,NO,NO,,
1998,40,24-Jun-1998,"1ra Ronda, Grupo C",Sudáfrica,Arabia Saudita,2,2,NO,NO,,
1998,41,25-Jun-1998,"1ra Ronda, Grupo E",Bélgica,Corea del Sur,1,1,NO,NO,,
1998,42,25-Jun-1998,"1ra Ronda, Grupo E",Paises Bajos,México,2,2,NO,NO,,
1998,43,25-Jun-1998,"1ra Ronda, Grupo F",Alemania,Irán,2,0,NO,NO,,
1998,44,25-Jun-1998,"1ra Ronda, Grupo F",Estados Unidos,RF de Yugoslavia,0,1,NO,NO,,
1998,45,26-Jun-1998,"1ra Ronda, Grupo G",Rumania,Túnez,1,1,NO,NO,,
1998,46,26-Jun-1998,"1ra Ronda, Grupo G",Colombia,Inglaterra,0,2,NO,NO,,
1998,47,26-Jun-1998,"1ra Ronda, Grupo H",Japón,Jamaica,1,2,NO,NO,,
1998,48,26-Jun-1998,"1ra Ronda, Grupo H",Argentina,Croacia,1,0,NO,NO,,
1998,49,27-Jun-1998,Octavos,Brasil,Chile,4,1,NO,NO,,
1998,50,27-Jun-1998,Octavos,Italia,Noruega,1,0,NO,NO,,
1998,51,28-Jun-1998,Octavos,Nigeria,Dinamarca,1,4,NO,NO,,
1998,52,28-Jun-1998,Octavos,Francia,Paraguay,1,0,SI,NO,,
1998,53,29-Jun-1998,Octavos,Alemania,México,2,1,NO,NO,,
1998,54,29-Jun-1998,Octavos,Paises Bajos,RF de Yugoslavia,2,1,NO,NO,,
1998,55,30-Jun-1998,Octavos,Argentina,Inglaterra,2,2,SI,SI,4,3
1998,56,30-Jun-1998,Octavos,Rumania,Croacia,0,1,NO,NO,,
1998,57,03-Jul-1998,Cuartos,Italia,Francia,0,0,SI,SI,3,4
1998,58,03-Jul-1998,Cuartos,Brasil,Dinamarca,3,2,NO,NO,,
1998,59,04-Jul-1998,Cuartos,Alemania,Croacia,0,3,NO,NO,,
1998,60,04-Jul-1998,Cuartos,Paises Bajos,Argentina,2,1,NO,NO,,
1998,61,07-Jul-1998,Semis,Brasil,Paises Bajos,1,1,SI,SI,4,2
1998,62,08-Jul-1998,Semis,Francia,Croacia,2,1,NO,NO,,
1998,63,11-Jul-1998,3er Puesto,Paises Bajos,Croacia,1,2,NO,NO,,
1998,64,12-Jul-1998,Final,Brasil,Francia,0,3,NO,NO,,
